Date,CNP16OV,FEDFUNDS,GDPC96,GDPDEF,BLS_WAGE,gdpr,gdpr_growth,pop_growth,pop_growth_smooth,gdpr_growth_pcap,mu_y,mu_w,mu_pi,mu_r
1/1/1990,188519.6667,8.25,10047.386,58.45,40.635,9.21506778,1.086953246,0.799924735,0.305551603,0.287028511,0.781401643,2.081310443,4.293274557,8.25
4/1/1990,188916.3333,8.243333333,10083.855,59.105,41.472,9.218690909,0.362312884,0.210190238,0.303184651,0.152122646,0.059128233,2.038873652,4.457534114,8.243333333
7/1/1990,189352.6667,8.16,10090.569,59.611,42.023,9.219356504,0.066559524,0.230700124,0.301485602,-0.164140601,-0.234926078,1.319858671,3.409839039,8.16
10/1/1990,189866.3333,7.743333333,9998.704,60.055,42.298,9.210210764,-0.914574065,0.270907829,0.307450726,-1.185481894,-1.222024791,0.652271617,2.968275283,7.743333333
1/1/1991,190271.6667,6.426666667,9951.916,60.643,42.532,9.205520374,-0.469038915,0.213255969,0.299114644,-0.682294883,-0.768153559,0.551693018,3.89736136,6.426666667
4/1/1991,190655.6667,5.863333333,10029.51,61.088,43.328,9.213287026,0.776665189,0.201613324,0.297072543,0.575051865,0.479592647,1.85423435,2.924494055,5.863333333
7/1/1991,191121.3333,5.643333333,10080.195,61.566,43.829,9.218327887,0.504086035,0.243947067,0.299108583,0.260138968,0.204977453,1.149662146,3.117729026,5.643333333
10/1/1991,191650.6667,4.816666667,10115.329,61.931,44.431,9.221807275,0.347938835,0.276579097,0.305889798,0.071359738,0.042049037,1.364172526,2.36443679,4.816666667
1/1/1992,192074.6667,4.023333333,10236.435,62.161,45.603,9.233708693,1.190141842,0.220991494,0.233523143,0.969150349,0.956618699,2.603607982,1.482772545,4.023333333
4/1/1992,192506.6667,3.77,10347.429,62.535,45.955,9.244493362,1.078466859,0.224659984,0.235331861,0.853806875,0.843134998,0.768915298,2.399442622,3.77
7/1/1992,193024.3333,3.256666667,10449.673,62.841,46.495,9.254325965,0.9832603,0.268547524,0.240062786,0.714712776,0.743197514,1.168212312,1.952530676,3.256666667
10/1/1992,193615.6667,3.036666667,10558.648,63.273,46.758,9.264700519,1.037455372,0.305883403,0.244434733,0.731571969,0.79302064,0.564058416,2.740388472,3.036666667
1/1/1993,194106,3.04,10576.275,63.628,46.494,9.266368564,0.166804526,0.252930716,0.249394076,-0.08612619,-0.08258955,-0.566209208,2.237970866,3.04
4/1/1993,194555.3333,3,10637.847,64.007,46.881,9.272173393,0.580482877,0.231221115,0.25309505,0.349261763,0.327387827,0.828920409,2.375530937,3
7/1/1993,195068,3.06,10688.606,64.387,46.898,9.276933593,0.476020047,0.263160298,0.255496704,0.212859749,0.220523344,0.036255452,2.3677188,3.06
10/1/1993,195621,2.99,10833.987,64.738,47.234,9.290443416,1.350982302,0.283089808,0.256310543,1.067892494,1.094671759,0.713894164,2.174642336,2.99
1/1/1994,196085.3333,3.213333333,10939.116,65.048,46.902,9.300100268,0.965685203,0.237082483,0.258321916,0.72860272,0.707363287,-0.705365379,1.910841475,3.213333333
4/1/1994,196522,3.94,11087.361,65.362,47.211,9.31356109,1.346082158,0.22244457,0.25804499,1.123637588,1.088037168,0.656659782,1.926236373,3.94
7/1/1994,197050,4.486666667,11152.176,65.737,47.22,9.319389915,0.58288249,0.268311931,0.25801554,0.314570559,0.324866949,0.019061537,2.288353216,4.486666667
10/1/1994,197600.6667,5.166666667,11279.932,66.093,47.542,9.330780497,1.139058187,0.279065549,0.254663309,0.859992638,0.884394878,0.679599923,2.160363288,5.166666667
1/1/1995,197882,5.81,11319.951,66.452,47.854,9.334322023,0.354152646,0.142273432,0.240831148,0.211879214,0.113321498,0.654117809,2.16681657,5.81
4/1/1995,198295.6667,6.02,11353.721,66.771,48.199,9.337300811,0.297878747,0.208828943,0.238032127,0.089049803,0.05984662,0.718356498,1.915588808,6.02
7/1/1995,198807,5.796666667,11450.31,67.1,48.491,9.345772083,0.847127226,0.2575322,0.237328614,0.589595027,0.609798612,0.603993976,1.966075774,5.796666667
10/1/1995,199351.6667,5.72,11528.067,67.423,48.912,9.35253995,0.676786675,0.273592943,0.236141506,0.403193732,0.440645168,0.864455144,1.920864808,5.72
1/1/1996,199776,5.363333333,11614.418,67.747,49.418,9.360002536,0.746258673,0.212630458,0.233085003,0.533628215,0.51317367,1.029196515,1.917588936,5.363333333
4/1/1996,200279.3333,5.243333333,11808.14,68.028,49.907,9.376544403,1.654186681,0.25163199,0.236733431,1.402554691,1.41745325,0.984654318,1.655682717,5.243333333
7/1/1996,200849.6667,5.306666667,11914.063,68.251,50.361,9.385474746,0.893034293,0.284364241,0.238739969,0.608670053,0.654294324,0.905579253,1.309080337,5.306666667
10/1/1996,201457.3333,5.28,12037.775,68.615,50.647,9.395804901,1.033015505,0.302091253,0.241618182,0.730924252,0.791397323,0.566293292,2.1276335,5.28
1/1/1997,202395.6667,5.276666667,12115.472,69.025,51.186,9.402238592,0.643369134,0.464691371,0.281920425,0.178677763,0.361448709,1.058605822,2.383035238,5.276666667
4/1/1997,202835.3333,5.523333333,12317.221,69.162,51.66,9.418753643,1.6515051,0.216995659,0.282941264,1.434509441,1.368563836,0.921773051,0.793128412,5.523333333
7/1/1997,203366.6667,5.533333333,12471.01,69.464,52.254,9.43116203,1.240838632,0.261610547,0.283451058,0.979228085,0.957387574,1.143265527,1.742821565,5.533333333
10/1/1997,203935.3333,5.506666667,12577.495,69.695,53.266,9.439664385,0.850235505,0.279236064,0.284156448,0.570999441,0.566079057,1.9181786,1.327978569,5.506666667
1/1/1998,204395,5.52,12703.742,69.794,54.145,9.449651875,0.998748989,0.225144606,0.285720716,0.773604382,0.713028272,1.636740414,0.567786803,5.52
4/1/1998,204905,5.5,12821.339,69.959,54.803,9.458866171,0.921429648,0.24920609,0.285417479,0.672223558,0.636012169,1.20793039,0.944523991,5.5
7/1/1998,205482.6667,5.533333333,12982.752,70.255,55.667,9.471376986,1.251081508,0.281522616,0.285062276,0.969558891,0.966019232,1.564257477,1.688849557,5.533333333
10/1/1998,206097.6667,4.86,13191.67,70.453,56.03,9.487340849,1.596386249,0.298848321,0.284656909,1.297537928,1.31172934,0.649974982,1.125736309,4.86
1/1/1999,206876,4.733333333,13315.597,70.682,57.142,9.496691334,0.935048513,0.376941349,0.273688157,0.558107164,0.661360356,1.965213636,1.298049107,4.733333333
4/1/1999,207431.6667,4.746666667,13426.748,70.949,57.363,9.505004116,0.831278185,0.268238821,0.280093552,0.563039364,0.551184633,0.386009824,1.50814619,4.746666667
7/1/1999,208043.6667,5.093333333,13604.771,71.2,57.863,9.518175819,1.317170329,0.29460254,0.284217551,1.022567789,1.032952778,0.867865132,1.412603738,5.093333333
10/1/1999,208660.3333,5.306666667,13827.98,71.595,58.928,9.534449355,1.627353567,0.295973697,0.286309755,1.33137987,1.341043812,1.823821221,2.212968283,5.306666667
1/1/2000,211586,5.676666667,13878.147,72.071,60.983,9.538070724,0.362136901,1.392380469,0.432214238,-1.030243568,-0.070077337,3.427877711,2.650602045,5.676666667
4/1/2000,212242,6.273333333,14130.908,72.52,61.185,9.556119734,1.804901034,0.309559786,0.43975845,1.495341249,1.365142585,0.330692463,2.484256659,6.273333333
7/1/2000,212918.6667,6.52,14145.312,72.944,62.435,9.557138541,0.10188067,0.318311307,0.444357036,-0.216430637,-0.342476366,2.022395413,2.331855034,6.52
10/1/2000,213560.3333,6.473333333,14229.765,73.337,62.815,9.563091177,0.595263578,0.300913832,0.444615225,0.294349746,0.150648353,0.606788289,2.149293185,6.473333333
1/1/2001,214101,5.593333333,14183.12,73.822,64.245,9.559807804,-0.328337245,0.252848183,0.429103579,-0.581185428,-0.757440824,2.251000128,2.636613492,5.593333333
4/1/2001,214735.6667,4.326666667,14271.694,74.266,64.568,9.566033414,0.622560991,0.295994806,0.432573077,0.326566185,0.189987914,0.501503229,2.398581008,4.326666667
7/1/2001,215421.6667,3.496666667,14214.516,74.558,64.664,9.562018975,-0.401443904,0.318953336,0.435616927,-0.72039724,-0.837060831,0.148570041,1.56964132,3.496666667
10/1/2001,216111.6667,2.133333333,14253.574,74.792,65.221,9.564762961,0.27439863,0.319790169,0.438593986,-0.045391539,-0.164195356,0.857687053,1.253432562,2.133333333
1/1/2002,216664,1.733333333,14372.785,75.027,65.433,9.573091767,0.832880557,0.255251705,0.29645289,0.577628852,0.536427667,0.324521539,1.254848545,1.733333333
4/1/2002,217203.6667,1.75,14460.848,75.289,66.039,9.579200139,0.610837169,0.248770299,0.288854205,0.362066871,0.321982965,0.921875824,1.394397218,1.75
7/1/2002,217867.6667,1.74,14519.633,75.65,66.412,9.583257013,0.405687405,0.305237539,0.287219983,0.100449866,0.118467421,0.563228645,1.913359375,1.74
10/1/2002,218543,1.443333333,14537.58,76.089,66.556,9.5844923,0.123528724,0.309494668,0.288292588,-0.185965944,-0.164763864,0.216593551,2.314507015,1.443333333
1/1/2003,220109.3333,1.25,14614.141,76.461,66.945,9.589744901,0.525260077,0.714160109,0.345956579,-0.188900032,0.179303498,0.58276882,1.950839658,1.25
4/1/2003,220774,1.246666667,14743.567,76.73,68.219,9.598562131,0.881723045,0.301516125,0.346646744,0.580206921,0.535076302,1.885173168,1.404783709,1.246666667
7/1/2003,221512.6667,1.016666667,14988.782,77.169,69.143,9.615057334,1.649520259,0.334021986,0.348530325,1.315498273,1.300989934,1.345370535,2.282022317,1.016666667
10/1/2003,222275.6667,0.996666667,15162.76,77.639,70.063,9.626597701,1.154036705,0.343857959,0.351538799,0.810178746,0.802497906,1.321801352,2.428822511,0.996666667
1/1/2004,222356,1.003333333,15248.68,78.193,70.047,9.632248221,0.565052024,0.036134779,0.324149183,0.528917245,0.240902841,-0.022839198,2.844100488,1.003333333
4/1/2004,222973.3333,1.01,15366.85,78.824,71.354,9.639967871,0.771964992,0.277248177,0.327708918,0.494716815,0.444256074,1.848695871,3.214955817,1.01
7/1/2004,223680,1.433333333,15512.619,79.324,72.661,9.649409101,0.944122989,0.31642762,0.329107678,0.627695368,0.615015311,1.815138541,2.529284801,1.433333333
10/1/2004,224418,1.95,15670.88,79.939,73.123,9.659559492,1.015039132,0.329392529,0.33159491,0.685646603,0.683444222,0.633816532,3.08924512,1.95
1/1/2005,225038,2.47,15844.727,80.578,73.518,9.670592043,1.103255053,0.27588925,0.276811053,0.827365803,0.826444,0.538731944,3.184726231,2.47
4/1/2005,225674,2.943333333,15922.782,81.158,73.852,9.675506193,0.491415031,0.282220319,0.274399077,0.209194712,0.217015954,0.453281634,2.868885029,2.943333333
7/1/2005,226422.3333,3.46,16047.587,81.898,74.852,9.683313775,0.78075817,0.331050691,0.274027665,0.44970748,0.506730505,1.344974008,3.630679425,3.46
10/1/2005,227196,3.98,16136.734,82.571,75.345,9.688853567,0.553979237,0.341109413,0.273684097,0.212869824,0.28029514,0.656473525,3.273583502,3.98
1/1/2006,227763.6667,4.456666667,16353.835,83.156,76.796,9.702217705,1.336413845,0.24954606,0.300360507,1.086867785,1.036053338,1.907498959,2.823932997,4.456666667
4/1/2006,228432.6667,4.906666667,16396.151,83.882,76.858,9.704801891,0.258418575,0.293294983,0.302366358,-0.034876408,-0.043947783,0.0807008,3.47707502,4.906666667
7/1/2006,229166.3333,5.246666667,16420.738,84.468,77.079,9.706300327,0.149843604,0.320659484,0.302895341,-0.17081588,-0.153051737,0.287130647,2.784686031,5.246666667
10/1/2006,229896,5.246666667,16561.866,84.77,78.238,9.714858103,0.855777557,0.317894642,0.301458105,0.537882914,0.554319451,1.49245931,1.427576883,5.246666667
1/1/2007,230839.3333,5.256666667,16611.69,85.576,80.039,9.717861943,0.300384062,0.409490909,0.318158313,-0.109106847,-0.017774251,2.275855286,3.785265353,5.256666667
4/1/2007,231482,5.25,16713.314,86.171,80.193,9.723960926,0.609898291,0.278017489,0.317632959,0.331880803,0.292265333,0.192221338,2.771529659,5.25
7/1/2007,232210,5.073333333,16809.587,86.642,80.597,9.729704657,0.574373111,0.314001793,0.315501847,0.260371317,0.258871264,0.502519871,2.18039692,5.073333333
10/1/2007,232936.6667,4.496666667,16915.191,86.993,81.427,9.735967373,0.626271551,0.312446508,0.311918983,0.313825044,0.314352568,1.024548537,1.617187678,4.496666667
1/1/2008,232806.6667,3.176666667,16843.003,87.315,82.161,9.731690597,-0.427677559,-0.05582474,0.273747633,-0.371852819,-0.701425192,0.897382358,1.477845498,3.176666667
4/1/2008,233410,2.086666667,16943.291,87.738,82.329,9.737627223,0.593662593,0.25882115,0.269438404,0.334841443,0.324224189,0.204267808,1.933132586,2.086666667
7/1/2008,234110.3333,1.94,16854.295,88.399,83.137,9.732360799,-0.52664238,0.299595037,0.266805348,-0.826237417,-0.793447729,0.976643446,3.002222602,1.94
10/1/2008,234825,0.506666667,16485.35,88.613,84.194,9.710227387,-2.213341274,0.304804168,0.265169039,-2.518145442,-2.478510313,1.263381034,0.967166539,0.506666667
1/1/2009,234912.6667,0.183333333,16298.262,88.543,81.959,9.698813755,-1.141363136,0.037325799,0.2186484,-1.178688935,-1.360011536,-2.690453758,-0.316105596,0.183333333
4/1/2009,235459.3333,0.18,16269.145,88.396,84.049,9.697025648,-0.178810722,0.232440244,0.212951245,-0.411250966,-0.391761967,2.518083988,-0.664635988,0.18
7/1/2009,236093,0.156666667,16326.281,88.501,84.781,9.70053142,0.350577155,0.268757889,0.207295757,0.081819266,0.143281398,0.867149899,0.474852654,0.156666667
10/1/2009,236739,0.12,16502.754,88.781,85.123,9.711282555,1.075113538,0.273247328,0.202395859,0.80186621,0.872717679,0.402580824,1.263524702,0.12
1/1/2010,236996.3333,0.133333333,16582.71,89.036,84.282,9.716115865,0.483331022,0.108640137,0.222953969,0.374690885,0.260377053,-0.992895026,1.147247675,0.133333333
4/1/2010,237506,0.193333333,16743.162,89.471,85.217,9.725745215,0.962934982,0.214821647,0.217454031,0.748113336,0.745480951,1.103262537,1.94950724,0.193333333
7/1/2010,238103.6667,0.186666667,16872.266,89.743,85.82,9.733426488,0.768127271,0.251326675,0.211420486,0.516800595,0.556706785,0.705113512,1.214191788,0.186666667
10/1/2010,238711.3333,0.186666667,16960.864,90.264,86.03,9.738663851,0.523736364,0.254885855,0.205180697,0.268850509,0.318555668,0.244399307,2.315471975,0.186666667
1/1/2011,238851.6667,0.156666667,16920.632,90.726,87.603,9.736288985,-0.237486674,0.058770607,0.207861298,-0.296257281,-0.445347971,1.81191713,2.042106209,0.156666667
4/1/2011,239316,0.093333333,17035.114,91.326,86.911,9.743032022,0.674303747,0.194213667,0.203082976,0.48009008,0.471220771,-0.793063739,2.636618867,0.093333333
7/1/2011,239871,0.083333333,17031.313,91.876,87.544,9.74280887,-0.022315226,0.231642448,0.198443545,-0.253957673,-0.220758771,0.725691758,2.401727721,0.083333333
10/1/2011,240431.3333,0.073333333,17222.583,91.985,86.317,9.753976767,1.116789681,0.233325366,0.1934533,0.883464316,0.923336381,-1.411495817,0.47427138,0.073333333
1/1/2012,242436,0.103333333,17367.01,92.525,88.346,9.762327709,0.835094182,0.830322553,0.283663602,0.004771629,0.55143058,2.323435732,2.341343198,0.103333333
4/1/2012,242968.3333,0.153333333,17444.525,92.907,88.802,9.766781125,0.445341627,0.219336133,0.284227913,0.226005494,0.161113714,0.5148249,1.648045819,0.153333333
7/1/2012,243564,0.143333333,17469.65,93.417,88.866,9.768220369,0.143924376,0.244862232,0.283419857,-0.100937855,-0.139495481,0.072044491,2.18973948,0.143333333
10/1/2012,244169,0.16,17489.852,93.885,91.244,9.769376106,0.115573742,0.248086683,0.282569961,-0.132512941,-0.166996219,2.64076197,1.99891501,0.16
1/1/2013,244828.6667,0.143333333,17662.4,94.258,89.993,9.779193365,0.981725927,0.269803769,0.308949106,0.711922158,0.67277682,-1.380534735,1.586029727,0.143333333
4/1/2013,245363.3333,0.116666667,17709.671,94.461,90.569,9.781866154,0.267278827,0.218145901,0.311940635,0.049132925,-0.044661809,0.638010161,0.860539016,0.116666667
7/1/2013,245961,0.083333333,17860.45,94.924,90.32,9.79034405,0.847789655,0.243288159,0.313396349,0.604501497,0.534393306,-0.27530713,1.95580821,0.083333333
10/1/2013,246564.3333,0.086666667,18016.147,95.426,90.998,9.79902369,0.867964024,0.244995981,0.314855176,0.622968043,0.553108848,0.747860841,2.109802632,0.086666667
1/1/2014,247086,0.073333333,17953.974,95.788,92.77,9.795566762,-0.345692815,0.211350758,0.237483702,-0.557043573,-0.583176517,1.928578341,1.514535264,0.073333333
4/1/2014,247625,0.093333333,18185.911,96.33,92.238,9.808402452,1.283569023,0.217905085,0.237304821,1.065663938,1.046264202,-0.575111851,2.25695224,0.093333333
7/1/2014,248232.6667,0.09,18406.941,96.726,92.555,9.820483101,1.208064833,0.245097338,0.237334209,0.962967494,0.970730623,0.343086925,1.640976941,0.09
10/1/2014,248842.6667,0.1,18500.031,96.822,93.486,9.825527687,0.504458602,0.245435758,0.237002844,0.259022843,0.267455758,1.000863005,0.396800826,0.1
1/1/2015,249900.6667,0.11,18666.621,96.769,94.526,9.834492235,0.896454788,0.424266959,0.256310742,0.472187829,0.640144045,1.106323647,-0.219018452,0.11
4/1/2015,250461.3333,0.123333333,18782.243,97.325,95.426,9.840667181,0.617494658,0.224104509,0.257055568,0.393390149,0.36043909,0.947614908,2.291679375,0.123333333
7/1/2015,251099,0.136666667,18857.418,97.583,95.971,9.844661643,0.399446212,0.254273302,0.258428711,0.14517291,0.1410175,0.569498449,1.058961769,0.136666667
10/1/2015,251741.3333,0.16,18892.206,97.581,95.758,9.846504735,0.184309173,0.255482164,0.259739484,-0.071172991,-0.075430311,-0.222188701,-0.008198233,0.16
1/1/2016,252580.6667,0.36,19001.69,97.496,95.808,9.852283202,0.577846652,0.332856432,0.274927693,0.24499022,0.302918958,0.052201331,-0.348580326,0.36
4/1/2016,253180,0.373333333,19062.709,98.159,96.048,9.855489297,0.320609566,0.237002857,0.277314915,0.08360671,0.043294651,0.250187771,2.710904552,0.373333333
7/1/2016,253855,0.396666667,19197.938,98.41,96.5,9.862558156,0.706885919,0.266253966,0.279959493,0.440631953,0.426926426,0.469494184,1.021524804,0.396666667
10/1/2016,254534.3333,0.45,19304.352,98.886,97.805,9.868085842,0.552768529,0.267249406,0.282686199,0.285519122,0.270082329,1.343269213,1.930098628,0.45
1/1/2017,254247.3333,0.7,19398.343,99.39,98.661,9.872942929,0.485708733,-0.112818543,0.215550512,0.598527276,0.270158221,0.87140311,2.0335334,0.7
4/1/2017,254770.6667,0.95,19506.949,99.65,99.232,9.87852604,0.558311101,0.205624759,0.213240543,0.352686342,0.345070558,0.577081134,1.045016672,0.95
7/1/2017,255356.6667,1.153333333,19660.766,100.162,100.517,9.886380355,0.785431526,0.229746661,0.210174713,0.555684865,0.575256813,1.28663245,2.049931418,1.153333333
10/1/2017,255941.3333,1.203333333,19882.352,100.778,101.822,9.897587783,1.120742777,0.228699084,0.206826828,0.892043693,0.913915949,1.289932336,2.452481058,1.203333333
1/1/2018,256937,1.446666667,20044.077,101.419,102.579,9.905688978,0.810119455,0.388266711,0.213753113,0.421852744,0.596366342,0.740704264,2.536148993,1.446666667
4/1/2018,257456,1.736666667,20150.476,102.136,103.103,9.91098319,0.52942123,0.201791306,0.209351669,0.327629924,0.320069562,0.509525514,2.817923275,1.736666667
7/1/2018,258066.3333,1.923333333,20276.154,102.577,104.005,9.917200795,0.621760483,0.23678261,0.205667749,0.384977872,0.416092733,0.871048635,1.723391019,1.923333333
10/1/2018,258703.3333,2.22,20304.874,103.019,104.406,9.918616235,0.141543998,0.246531623,0.203078026,-0.104987624,-0.061534028,0.384817015,1.719880468,2.22
1/1/2019,258389.3333,2.403333333,20415.15,103.375,106.908,9.924032551,0.541631653,-0.121448266,0.201999311,0.663079919,0.339632342,2.368150647,1.379886443,2.403333333
4/1/2019,258863.6667,2.396666667,20584.528,103.888,107.009,9.932295005,0.826245336,0.18340482,0.199221819,0.642840516,0.627023517,0.094429155,1.980096969,2.396666667
7/1/2019,259431.6667,2.19,20817.581,104.211,107.03,9.943553149,1.125814444,0.219180143,0.197901004,0.9066343,0.92791344,0.019622592,1.24171768,2.19
10/1/2019,260015.3333,1.643333333,20951.088,104.541,108.842,9.949945857,0.639270812,0.224726262,0.197404401,0.41454455,0.441866411,1.678812035,1.264659596,1.643333333
1/1/2020,259629.3333,1.26,20665.553,105.037,111.567,9.936223487,-1.372237037,-0.148563084,0.130300677,-1.223673953,-1.502537713,2.472801795,1.893332033,1.26
4/1/2020,260049,0.06,19034.83,104.614,117.729,9.854025738,-8.219774895,0.1615102,0.125265539,-8.381285095,-8.345040434,5.376006575,-1.614113261,0.06
7/1/2020,260557.6667,0.093333333,20511.785,105.538,116.071,9.928754878,7.472914014,0.195413106,0.12009435,7.277500908,7.352819663,-1.418330021,3.5174767,0.093333333
10/1/2020,261080,0.09,20724.128,106.275,118.789,9.939053904,1.029902633,0.200266791,0.114311247,0.829635842,0.915591387,2.314673721,2.783598643,0.09
1/1/2021,260924,0.08,20990.541,107.668,118.937,9.951827187,1.277328233,-0.059769659,0.122021072,1.337097892,1.155307161,0.124513111,5.208937654,0.08
4/1/2021,261217,0.07,21309.544,109.305,120.905,9.966910326,1.50831398,0.112230233,0.113124249,1.396083747,1.395189731,1.64111721,6.035888565,0.07
7/1/2021,261615.3333,0.09,21483.083,110.92,122.625,9.975021067,0.811074073,0.152375201,0.104773631,0.658698871,0.706300442,1.412580463,5.866832383,0.09
10/1/2021,262024.3333,0.08,21847.602,112.848,124.506,9.991846446,1.682537903,0.156214324,0.096209639,1.526323579,1.586328264,1.522298963,6.893023887,0.08
1/1/2022,263323.3333,0.12,21738.871,115.135,125.05,9.986857227,-0.498921881,0.494530662,0.176596357,-0.993452544,-0.675518239,0.435974981,8.025428978,0.12
4/1/2022,263691,0.77,21708.16,117.671,125.423,9.985443506,-0.141372169,0.13952817,0.173848604,-0.280900339,-0.315220773,0.297836714,8.714896749,0.77
7/1/2022,264184,2.19,21851.134,118.962,127.578,9.992008098,0.656459278,0.186786699,0.172770303,0.469672579,0.483688975,1.703591779,4.364607841,2.19
10/1/2022,264695.6667,3.653333333,21989.981,120.093,127.708,9.99834222,0.633412103,0.193490829,0.171923307,0.439921274,0.461488795,0.101846565,3.784931296,3.653333333
1/1/2023,266115.3333,4.516666667,22112.329,121.261,129.797,10.00389061,0.554838574,0.534906041,0.24625777,0.019932533,0.308580804,1.622528362,3.871521891,4.516666667
4/1/2023,266620.6667,4.99,22225.35,121.766,131.544,10.00898881,0.509820303,0.189712535,0.255943058,0.320107769,0.253877246,1.336970489,1.662369126,4.99
7/1/2023,267214.3333,5.26,22490.692,122.762,133.036,10.02085681,1.186800542,0.222415882,0.264698143,0.96438466,0.922102399,1.127837188,3.258540562,5.26
10/1/2023,267818.3333,5.33,22679.255,123.271,133.302,10.02920591,0.834909527,0.225780702,0.27339394,0.609128824,0.561515587,0.199746254,1.655064894,5.33
1/1/2024,267711.6667,5.33,22749.846,124.203,134.71,10.03231366,0.310774615,-0.039835926,0.206598116,0.350610541,0.104176498,1.050708889,3.012855997,5.33
4/1/2024,268157,5.33,,,,,,0.166209918,0.209933335,,,,,5.33
